Call Open Interest,Call Volume,Call Theta,Call Vega,Call Gamma,Call Delta,Call Ask,Strike,Put Ask,Put Delta,Put Gamma,Put Vega,Put Theta,Put Volume,Put Open Interest
815,145,-5.302,0.965,0.573,71,43.5,3875,12.5,30,0.541,0.987,-5.202,417,687
1245,484,-4.744,1.068,0.436,63,50.0,3880,16.5,34,0.518,1.041,-4.911,616,807
986,113,-4.356,1.11,0.374,57,51.15,3885,14.81,37,0.667,1.072,-4.687,668,783
632,917,-4.925,1.037,0.647,65,35.68,3890,16.1,36,0.574,1.058,-4.795,727,588
316,769,-4.457,1.097,0.7,59,29.0,3895,29.0,43,0.448,1.115,-4.264,452,160
1895,2090,-4.111,1.122,0.479,54,37.0,3900,25.0,45,0.55,1.121,-4.134,1929,844
675,365,-3.935,1.127,0.555,51,30.0,3905,19.75,47,0.752,1.126,-3.945,678,301
496,944,-3.741,1.128,0.537,49,28.5,3910,22.0,51,0.762,1.128,-3.668,457,312
587,304,-3.634,1.126,0.429,47,33.5,3915,24.75,55,0.754,1.119,-3.392,156,274
1316,1034,-3.189,1.105,0.675,41,17.5,3920,27.5,59,0.746,1.099,-3.112,56,205
1451,810,-2.862,1.073,0.713,37,13.75,3925,30.25,62,0.737,1.069,-2.825,228,220
1596,939,-2.817,1.066,0.588,36,16.0,3930,33.5,66,0.71,1.03,-2.557,66,100
924,524,-2.239,0.973,0.698,29,9.0,3935,40.0,67,0.603,1.022,-2.517,21,106
1214,717,-1.998,0.918,0.655,26,7.75,3940,41.0,72,0.631,0.941,-2.099,60,51
844,563,-1.92,0.898,0.585,24,8.0,3945,43.75,77,0.612,0.857,-1.761,57,45
3160,1514,-1.831,0.873,0.532,23,8.0,3950,48.5,78,0.555,0.822,-1.644,2907,260
997,1113,-1.753,0.85,0.487,22,8.0,3955,52.25,81,0.514,0.747,-1.408,18,19
1113,137,-5.748,0.845,0.468,77,56.0,3860,12.0,26,0.428,0.917,-5.499,709,790
449,57,-5.595,0.891,0.498,75,52.0,3865,65.0,41,0.182,1.099,-4.59,575,858
513,316,-5.454,0.928,0.534,73,47.75,3870,20.0,33,0.403,1.027,-5.004,481,918
815,145,-5.302,0.964,0.573,71,43.5,3875,12.5,30,0.541,0.986,-5.202,417,687
1245,484,-4.744,1.067,0.436,63,50.0,3880,16.5,34,0.518,1.041,-4.911,616,807
986,113,-4.356,1.109,0.374,57,51.15,3885,14.81,37,0.667,1.072,-4.687,668,783
632,917,-4.925,1.037,0.647,65,35.68,3890,16.1,36,0.574,1.058,-4.795,727,588
316,769,-4.457,1.097,0.7,59,29.0,3895,29.0,43,0.448,1.114,-4.264,452,160
1895,2090,-4.111,1.122,0.479,54,37.0,3900,25.0,45,0.55,1.12,-4.134,1929,844
675,365,-3.935,1.127,0.555,51,30.0,3905,19.75,47,0.752,1.126,-3.945,678,301
496,944,-3.741,1.128,0.537,49,28.5,3910,22.0,51,0.762,1.127,-3.668,457,312
587,304,-3.634,1.126,0.429,47,33.5,3915,24.75,55,0.754,1.118,-3.392,156,274
1316,1034,-3.189,1.105,0.675,41,17.5,3920,27.5,59,0.746,1.099,-3.112,56,205
1451,810,-2.862,1.073,0.713,37,13.75,3925,30.25,62,0.737,1.069,-2.825,228,220
1596,939,-2.817,1.065,0.588,36,16.0,3930,33.5,66,0.71,1.03,-2.557,66,100
924,524,-2.239,0.972,0.698,29,9.0,3935,40.0,67,0.603,1.022,-2.517,21,106
1214,717,-1.998,0.918,0.655,26,7.75,3940,41.0,72,0.631,0.941,-2.099,60,51
844,563,-1.92,0.897,0.585,24,8.0,3945,43.75,77,0.612,0.857,-1.761,57,45
3160,1514,-1.831,0.873,0.532,23,8.0,3950,48.5,78,0.555,0.822,-1.644,2907,260
997,1113,-1.753,0.85,0.487,22,8.0,3955,52.25,81,0.514,0.747,-1.408,18,19
1113,137,-5.748,0.845,0.468,77,56.0,3860,12.0,26,0.428,0.917,-5.499,709,790
449,57,-5.595,0.89,0.498,75,52.0,3865,65.0,41,0.182,1.099,-4.59,575,858
513,316,-5.454,0.928,0.534,73,47.75,3870,20.0,33,0.403,1.027,-5.004,481,918
815,145,-5.302,0.964,0.573,71,43.5,3875,12.5,30,0.541,0.986,-5.202,417,687
1245,484,-4.744,1.067,0.436,63,50.0,3880,16.5,34,0.518,1.041,-4.911,616,807
986,113,-4.356,1.109,0.374,57,51.15,3885,14.81,37,0.667,1.071,-4.687,668,783
632,917,-4.925,1.037,0.647,65,35.68,3890,16.1,36,0.574,1.058,-4.795,727,588
316,769,-4.457,1.097,0.7,59,29.0,3895,29.0,43,0.448,1.114,-4.264,452,160
1895,2090,-4.111,1.122,0.479,54,37.0,3900,25.0,45,0.55,1.12,-4.134,1929,844
675,365,-3.935,1.127,0.555,51,30.0,3905,19.75,47,0.752,1.126,-3.945,678,301
496,944,-3.741,1.128,0.537,49,28.5,3910,22.0,51,0.762,1.127,-3.668,457,312
587,304,-3.634,1.125,0.429,47,33.5,3915,24.75,55,0.754,1.118,-3.392,156,274
1316,1034,-3.189,1.105,0.675,41,17.5,3920,27.5,59,0.746,1.099,-3.112,56,205
1451,810,-2.862,1.073,0.713,37,13.75,3925,30.25,62,0.737,1.069,-2.825,228,220
1596,939,-2.817,1.065,0.588,36,16.0,3930,33.5,66,0.71,1.03,-2.557,66,100
924,524,-2.239,0.972,0.698,29,9.0,3935,40.0,67,0.603,1.021,-2.517,21,106
1214,717,-1.998,0.918,0.655,26,7.75,3940,41.0,72,0.631,0.941,-2.099,60,51
844,563,-1.92,0.897,0.585,24,8.0,3945,43.75,77,0.612,0.856,-1.761,57,45
3160,1514,-1.831,0.873,0.532,23,8.0,3950,48.5,78,0.555,0.822,-1.644,2907,260
997,1113,-1.753,0.85,0.487,22,8.0,3955,52.25,81,0.514,0.747,-1.408,18,19
1113,137,-5.748,0.845,0.468,77,56.0,3860,12.0,26,0.428,0.917,-5.499,709,790
449,57,-5.595,0.89,0.498,75,52.0,3865,65.0,41,0.182,1.099,-4.59,575,858
513,316,-5.454,0.928,0.534,73,47.75,3870,20.0,33,0.403,1.027,-5.004,481,918
815,145,-5.302,0.964,0.573,71,43.5,3875,12.5,30,0.541,0.986,-5.202,417,687
1245,484,-4.744,1.067,0.436,63,50.0,3880,16.5,34,0.518,1.041,-4.911,616,807
986,113,-4.356,1.109,0.374,57,51.15,3885,14.81,37,0.667,1.071,-4.687,668,783
632,917,-4.925,1.037,0.647,65,35.68,3890,16.1,36,0.574,1.058,-4.795,727,588
316,769,-4.457,1.096,0.7,59,29.0,3895,29.0,43,0.448,1.114,-4.264,452,160
1895,2090,-4.111,1.122,0.479,54,37.0,3900,25.0,45,0.55,1.12,-4.134,1929,844
675,365,-3.935,1.126,0.555,51,30.0,3905,19.75,47,0.752,1.126,-3.945,678,301
496,944,-3.741,1.128,0.537,49,28.5,3910,22.0,51,0.762,1.127,-3.668,457,312
587,304,-3.634,1.125,0.429,47,33.5,3915,24.75,55,0.754,1.118,-3.392,156,274
1316,1034,-3.189,1.105,0.675,41,17.5,3920,27.5,59,0.746,1.099,-3.112,56,205
1451,810,-2.862,1.073,0.713,37,13.75,3925,30.25,62,0.737,1.068,-2.825,228,220
1596,939,-2.817,1.065,0.588,36,16.0,3930,33.5,66,0.71,1.03,-2.557,66,100
924,524,-2.239,0.972,0.698,29,9.0,3935,40.0,67,0.603,1.021,-2.517,21,106
1214,717,-1.998,0.918,0.655,26,7.75,3940,41.0,72,0.631,0.94,-2.099,60,51
844,563,-1.92,0.897,0.585,24,8.0,3945,43.75,77,0.612,0.856,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.822,-1.644,2907,260
997,1113,-1.753,0.85,0.487,22,8.0,3955,52.25,81,0.514,0.747,-1.408,18,19
1113,137,-5.748,0.845,0.468,77,56.0,3860,12.0,26,0.428,0.916,-5.499,709,790
449,57,-5.595,0.89,0.498,75,52.0,3865,65.0,41,0.182,1.098,-4.59,575,858
513,316,-5.454,0.928,0.534,73,47.75,3870,20.0,33,0.403,1.027,-5.004,481,918
815,145,-5.302,0.964,0.573,71,43.5,3875,12.5,30,0.541,0.986,-5.202,417,687
1245,484,-4.744,1.067,0.436,63,50.0,3880,16.5,34,0.518,1.04,-4.911,616,807
986,113,-4.356,1.109,0.374,57,51.15,3885,14.81,37,0.667,1.071,-4.687,668,783
632,917,-4.925,1.037,0.647,65,35.68,3890,16.1,36,0.574,1.057,-4.795,727,588
316,769,-4.457,1.096,0.7,59,29.0,3895,29.0,43,0.448,1.114,-4.264,452,160
1895,2090,-4.111,1.121,0.479,54,37.0,3900,25.0,45,0.55,1.12,-4.134,1929,844
675,365,-3.935,1.126,0.555,51,30.0,3905,19.75,47,0.752,1.126,-3.945,678,301
496,944,-3.741,1.127,0.537,49,28.5,3910,22.0,51,0.762,1.127,-3.668,457,312
587,304,-3.634,1.125,0.429,47,33.5,3915,24.75,55,0.754,1.118,-3.392,156,274
1316,1034,-3.189,1.104,0.675,41,17.5,3920,27.5,59,0.746,1.099,-3.112,56,205
1451,810,-2.862,1.072,0.713,37,13.75,3925,30.25,62,0.737,1.068,-2.825,228,220
1596,939,-2.817,1.065,0.588,36,16.0,3930,33.5,66,0.71,1.03,-2.557,66,100
924,524,-2.239,0.972,0.698,29,9.0,3935,40.0,67,0.603,1.021,-2.517,21,106
1214,717,-1.998,0.918,0.655,26,7.75,3940,41.0,72,0.631,0.94,-2.099,60,51
844,563,-1.92,0.897,0.585,24,8.0,3945,43.75,77,0.612,0.856,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.85,0.487,22,8.0,3955,52.25,81,0.514,0.747,-1.408,18,19
1113,137,-5.748,0.845,0.468,77,56.0,3860,12.0,26,0.428,0.916,-5.499,709,790
449,57,-5.595,0.89,0.498,75,52.0,3865,65.0,41,0.182,1.098,-4.59,575,858
513,316,-5.454,0.928,0.534,73,47.75,3870,20.0,33,0.403,1.027,-5.004,481,918
815,145,-5.302,0.964,0.573,71,43.5,3875,12.5,30,0.541,0.986,-5.202,417,687
1245,484,-4.744,1.067,0.436,63,50.0,3880,16.5,34,0.518,1.04,-4.911,616,807
986,113,-4.356,1.109,0.374,57,51.15,3885,14.81,37,0.667,1.071,-4.687,668,783
632,917,-4.925,1.036,0.647,65,35.68,3890,16.1,36,0.574,1.057,-4.795,727,588
316,769,-4.457,1.096,0.7,59,29.0,3895,29.0,43,0.448,1.114,-4.264,452,160
1895,2090,-4.111,1.121,0.479,54,37.0,3900,25.0,45,0.55,1.12,-4.134,1929,844
675,365,-3.935,1.126,0.555,51,30.0,3905,19.75,47,0.752,1.125,-3.945,678,301
496,944,-3.741,1.127,0.537,49,28.5,3910,22.0,51,0.762,1.127,-3.668,457,312
587,304,-3.634,1.125,0.429,47,33.5,3915,24.75,55,0.754,1.118,-3.392,156,274
1316,1034,-3.189,1.104,0.675,41,17.5,3920,27.5,59,0.746,1.098,-3.112,56,205
1451,810,-2.862,1.072,0.713,37,13.75,3925,30.25,62,0.737,1.068,-2.825,228,220
1596,939,-2.817,1.065,0.588,36,16.0,3930,33.5,66,0.71,1.03,-2.557,66,100
924,524,-2.239,0.972,0.698,29,9.0,3935,40.0,67,0.603,1.021,-2.517,21,106
1214,717,-1.998,0.918,0.655,26,7.75,3940,41.0,72,0.631,0.94,-2.099,60,51
844,563,-1.92,0.897,0.585,24,8.0,3945,43.75,77,0.612,0.856,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.849,0.487,22,8.0,3955,52.25,81,0.514,0.747,-1.408,18,19
1113,137,-5.748,0.844,0.468,77,56.0,3860,12.0,26,0.428,0.916,-5.499,709,790
449,57,-5.595,0.89,0.498,75,52.0,3865,65.0,41,0.182,1.098,-4.59,575,858
513,316,-5.454,0.927,0.534,73,47.75,3870,20.0,33,0.403,1.026,-5.004,481,918
815,145,-5.302,0.963,0.573,71,43.5,3875,12.5,30,0.541,0.986,-5.202,417,687
1245,484,-4.744,1.066,0.436,63,50.0,3880,16.5,34,0.518,1.04,-4.911,616,807
986,113,-4.356,1.108,0.374,57,51.15,3885,14.81,37,0.667,1.071,-4.687,668,783
632,917,-4.925,1.036,0.647,65,35.68,3890,16.1,36,0.574,1.057,-4.795,727,588
316,769,-4.457,1.096,0.7,59,29.0,3895,29.0,43,0.448,1.113,-4.264,452,160
1895,2090,-4.111,1.121,0.479,54,37.0,3900,25.0,45,0.55,1.119,-4.134,1929,844
675,365,-3.935,1.126,0.555,51,30.0,3905,19.75,47,0.752,1.125,-3.945,678,301
496,944,-3.741,1.127,0.537,49,28.5,3910,22.0,51,0.762,1.126,-3.668,457,312
587,304,-3.634,1.125,0.429,47,33.5,3915,24.75,55,0.754,1.117,-3.392,156,274
1316,1034,-3.189,1.104,0.675,41,17.5,3920,27.5,59,0.746,1.098,-3.112,56,205
1451,810,-2.862,1.072,0.713,37,13.75,3925,30.25,62,0.737,1.068,-2.825,228,220
1596,939,-2.817,1.064,0.588,36,16.0,3930,33.5,66,0.71,1.029,-2.557,66,100
924,524,-2.239,0.971,0.698,29,9.0,3935,40.0,67,0.603,1.021,-2.517,21,106
1214,717,-1.998,0.917,0.655,26,7.75,3940,41.0,72,0.631,0.94,-2.099,60,51
844,563,-1.92,0.897,0.585,24,8.0,3945,43.75,77,0.612,0.856,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.849,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.844,0.468,77,56.0,3860,12.0,26,0.428,0.916,-5.499,709,790
449,57,-5.595,0.89,0.498,75,52.0,3865,65.0,41,0.182,1.098,-4.59,575,858
513,316,-5.454,0.927,0.534,73,47.75,3870,20.0,33,0.403,1.026,-5.004,481,918
815,145,-5.302,0.963,0.573,71,43.5,3875,12.5,30,0.541,0.985,-5.202,417,687
1245,484,-4.744,1.066,0.436,63,50.0,3880,16.5,34,0.518,1.04,-4.911,616,807
986,113,-4.356,1.108,0.374,57,51.15,3885,14.81,37,0.667,1.07,-4.687,668,783
632,917,-4.925,1.036,0.647,65,35.68,3890,16.1,36,0.574,1.057,-4.795,727,588
316,769,-4.457,1.096,0.7,59,29.0,3895,29.0,43,0.448,1.113,-4.264,452,160
1895,2090,-4.111,1.121,0.479,54,37.0,3900,25.0,45,0.55,1.119,-4.134,1929,844
675,365,-3.935,1.126,0.555,51,30.0,3905,19.75,47,0.752,1.125,-3.945,678,301
496,944,-3.741,1.127,0.537,49,28.5,3910,22.0,51,0.762,1.126,-3.668,457,312
587,304,-3.634,1.124,0.429,47,33.5,3915,24.75,55,0.754,1.117,-3.392,156,274
1316,1034,-3.189,1.104,0.675,41,17.5,3920,27.5,59,0.746,1.098,-3.112,56,205
1451,810,-2.862,1.072,0.713,37,13.75,3925,30.25,62,0.737,1.068,-2.825,228,220
1596,939,-2.817,1.064,0.588,36,16.0,3930,33.5,66,0.71,1.029,-2.557,66,100
924,524,-2.239,0.971,0.698,29,9.0,3935,40.0,67,0.603,1.02,-2.517,21,106
1214,717,-1.998,0.917,0.655,26,7.75,3940,41.0,72,0.631,0.94,-2.099,60,51
844,563,-1.92,0.896,0.585,24,8.0,3945,43.75,77,0.612,0.856,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.849,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.844,0.468,77,56.0,3860,12.0,26,0.428,0.916,-5.499,709,790
449,57,-5.595,0.889,0.498,75,52.0,3865,65.0,41,0.182,1.098,-4.59,575,858
513,316,-5.454,0.927,0.534,73,47.75,3870,20.0,33,0.403,1.026,-5.004,481,918
815,145,-5.302,0.963,0.573,71,43.5,3875,12.5,30,0.541,0.985,-5.202,417,687
1245,484,-4.744,1.066,0.436,63,50.0,3880,16.5,34,0.518,1.04,-4.911,616,807
986,113,-4.356,1.108,0.374,57,51.15,3885,14.81,37,0.667,1.07,-4.687,668,783
632,917,-4.925,1.036,0.647,65,35.68,3890,16.1,36,0.574,1.057,-4.795,727,588
316,769,-4.457,1.095,0.7,59,29.0,3895,29.0,43,0.448,1.113,-4.264,452,160
1895,2090,-4.111,1.121,0.479,54,37.0,3900,25.0,45,0.55,1.119,-4.134,1929,844
675,365,-3.935,1.125,0.555,51,30.0,3905,19.75,47,0.752,1.125,-3.945,678,301
496,944,-3.741,1.126,0.537,49,28.5,3910,22.0,51,0.762,1.126,-3.668,457,312
587,304,-3.634,1.124,0.429,47,33.5,3915,24.75,55,0.754,1.117,-3.392,156,274
1316,1034,-3.189,1.104,0.675,41,17.5,3920,27.5,59,0.746,1.098,-3.112,56,205
1451,810,-2.862,1.072,0.713,37,13.75,3925,30.25,62,0.737,1.067,-2.825,228,220
1596,939,-2.817,1.064,0.588,36,16.0,3930,33.5,66,0.71,1.029,-2.557,66,100
924,524,-2.239,0.971,0.698,29,9.0,3935,40.0,67,0.603,1.02,-2.517,21,106
1214,717,-1.998,0.917,0.655,26,7.75,3940,41.0,72,0.631,0.94,-2.099,60,51
844,563,-1.92,0.896,0.585,24,8.0,3945,43.75,77,0.612,0.855,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.849,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.844,0.468,77,56.0,3860,12.0,26,0.428,0.916,-5.499,709,790
449,57,-5.595,0.889,0.498,75,52.0,3865,65.0,41,0.182,1.097,-4.59,575,858
513,316,-5.454,0.927,0.534,73,47.75,3870,20.0,33,0.403,1.026,-5.004,481,918
815,145,-5.302,0.963,0.573,71,43.5,3875,12.5,30,0.541,0.985,-5.202,417,687
1245,484,-4.744,1.066,0.436,63,50.0,3880,16.5,34,0.518,1.039,-4.911,616,807
986,113,-4.356,1.108,0.374,57,51.15,3885,14.81,37,0.667,1.07,-4.687,668,783
632,917,-4.925,1.036,0.647,65,35.68,3890,16.1,36,0.574,1.056,-4.795,727,588
316,769,-4.457,1.095,0.7,59,29.0,3895,29.0,43,0.448,1.113,-4.264,452,160
1895,2090,-4.111,1.12,0.479,54,37.0,3900,25.0,45,0.55,1.119,-4.134,1929,844
675,365,-3.935,1.125,0.555,51,30.0,3905,19.75,47,0.752,1.125,-3.945,678,301
496,944,-3.741,1.126,0.537,49,28.5,3910,22.0,51,0.762,1.126,-3.668,457,312
587,304,-3.634,1.124,0.429,47,33.5,3915,24.75,55,0.754,1.117,-3.392,156,274
1316,1034,-3.189,1.103,0.675,41,17.5,3920,27.5,59,0.746,1.098,-3.112,56,205
1451,810,-2.862,1.071,0.713,37,13.75,3925,30.25,62,0.737,1.067,-2.825,228,220
1596,939,-2.817,1.064,0.588,36,16.0,3930,33.5,66,0.71,1.029,-2.557,66,100
924,524,-2.239,0.971,0.698,29,9.0,3935,40.0,67,0.603,1.02,-2.517,21,106
1214,717,-1.998,0.917,0.655,26,7.75,3940,41.0,72,0.631,0.939,-2.099,60,51
844,563,-1.92,0.896,0.585,24,8.0,3945,43.75,77,0.612,0.855,-1.761,57,45
3160,1514,-1.831,0.872,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.849,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.844,0.468,77,56.0,3860,12.0,26,0.428,0.915,-5.499,709,790
449,57,-5.595,0.889,0.498,75,52.0,3865,65.0,41,0.182,1.097,-4.59,575,858
513,316,-5.454,0.927,0.534,73,47.75,3870,20.0,33,0.403,1.026,-5.004,481,918
815,145,-5.302,0.963,0.573,71,43.5,3875,12.5,30,0.541,0.985,-5.202,417,687
1245,484,-4.744,1.066,0.436,63,50.0,3880,16.5,34,0.518,1.039,-4.911,616,807
986,113,-4.356,1.108,0.374,57,51.15,3885,14.81,37,0.667,1.07,-4.687,668,783
632,917,-4.925,1.036,0.647,65,35.68,3890,16.1,36,0.574,1.056,-4.795,727,588
316,769,-4.457,1.095,0.7,59,29.0,3895,29.0,43,0.448,1.113,-4.264,452,160
1895,2090,-4.111,1.12,0.479,54,37.0,3900,25.0,45,0.55,1.119,-4.134,1929,844
675,365,-3.935,1.125,0.555,51,30.0,3905,19.75,47,0.752,1.124,-3.945,678,301
496,944,-3.741,1.126,0.537,49,28.5,3910,22.0,51,0.762,1.126,-3.668,457,312
587,304,-3.634,1.124,0.429,47,33.5,3915,24.75,55,0.754,1.117,-3.392,156,274
1316,1034,-3.189,1.103,0.675,41,17.5,3920,27.5,59,0.746,1.097,-3.112,56,205
1451,810,-2.862,1.071,0.713,37,13.75,3925,30.25,62,0.737,1.067,-2.825,228,220
1596,939,-2.817,1.064,0.588,36,16.0,3930,33.5,66,0.71,1.029,-2.557,66,100
924,524,-2.239,0.971,0.698,29,9.0,3935,40.0,67,0.603,1.02,-2.517,21,106
1214,717,-1.998,0.917,0.655,26,7.75,3940,41.0,72,0.631,0.939,-2.099,60,51
844,563,-1.92,0.896,0.585,24,8.0,3945,43.75,77,0.612,0.855,-1.761,57,45
3160,1514,-1.831,0.871,0.532,23,8.0,3950,48.5,78,0.555,0.821,-1.644,2907,260
997,1113,-1.753,0.849,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.844,0.468,77,56.0,3860,12.0,26,0.428,0.915,-5.499,709,790
449,57,-5.595,0.889,0.498,75,52.0,3865,65.0,41,0.182,1.097,-4.59,575,858
513,316,-5.454,0.927,0.534,73,47.75,3870,20.0,33,0.403,1.026,-5.004,481,918
815,145,-5.302,0.963,0.573,71,43.5,3875,12.5,30,0.541,0.985,-5.202,417,687
1245,484,-4.744,1.065,0.436,63,50.0,3880,16.5,34,0.518,1.039,-4.911,616,807
986,113,-4.356,1.107,0.374,57,51.15,3885,14.81,37,0.667,1.07,-4.687,668,783
632,917,-4.925,1.035,0.647,65,35.68,3890,16.1,36,0.574,1.056,-4.795,727,588
316,769,-4.457,1.095,0.7,59,29.0,3895,29.0,43,0.448,1.112,-4.264,452,160
1895,2090,-4.111,1.12,0.479,54,37.0,3900,25.0,45,0.55,1.118,-4.134,1929,844
675,365,-3.935,1.125,0.555,51,30.0,3905,19.75,47,0.752,1.124,-3.945,678,301
496,944,-3.741,1.126,0.537,49,28.5,3910,22.0,51,0.762,1.125,-3.668,457,312
587,304,-3.634,1.124,0.429,47,33.5,3915,24.75,55,0.754,1.116,-3.392,156,274
1316,1034,-3.189,1.103,0.675,41,17.5,3920,27.5,59,0.746,1.097,-3.112,56,205
1451,810,-2.862,1.071,0.713,37,13.75,3925,30.25,62,0.737,1.067,-2.825,228,220
1596,939,-2.817,1.063,0.588,36,16.0,3930,33.5,66,0.71,1.028,-2.557,66,100
924,524,-2.239,0.971,0.698,29,9.0,3935,40.0,67,0.603,1.02,-2.517,21,106
1214,717,-1.998,0.917,0.655,26,7.75,3940,41.0,72,0.631,0.939,-2.099,60,51
844,563,-1.92,0.896,0.585,24,8.0,3945,43.75,77,0.612,0.855,-1.761,57,45
3160,1514,-1.831,0.871,0.532,23,8.0,3950,48.5,78,0.555,0.82,-1.644,2907,260
997,1113,-1.753,0.848,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.843,0.468,77,56.0,3860,12.0,26,0.428,0.915,-5.499,709,790
449,57,-5.595,0.889,0.498,75,52.0,3865,65.0,41,0.182,1.097,-4.59,575,858
513,316,-5.454,0.926,0.534,73,47.75,3870,20.0,33,0.403,1.025,-5.004,481,918
815,145,-5.302,0.962,0.573,71,43.5,3875,12.5,30,0.541,0.984,-5.202,417,687
1245,484,-4.744,1.065,0.436,63,50.0,3880,16.5,34,0.518,1.039,-4.911,616,807
986,113,-4.356,1.107,0.374,57,51.15,3885,14.81,37,0.667,1.069,-4.687,668,783
632,917,-4.925,1.035,0.647,65,35.68,3890,16.1,36,0.574,1.056,-4.795,727,588
316,769,-4.457,1.095,0.7,59,29.0,3895,29.0,43,0.448,1.112,-4.264,452,160
1895,2090,-4.111,1.12,0.479,54,37.0,3900,25.0,45,0.55,1.118,-4.134,1929,844
675,365,-3.935,1.125,0.555,51,30.0,3905,19.75,47,0.752,1.124,-3.945,678,301
496,944,-3.741,1.126,0.537,49,28.5,3910,22.0,51,0.762,1.125,-3.668,457,312
587,304,-3.634,1.123,0.429,47,33.5,3915,24.75,55,0.754,1.116,-3.392,156,274
1316,1034,-3.189,1.103,0.675,41,17.5,3920,27.5,59,0.746,1.097,-3.112,56,205
1451,810,-2.862,1.071,0.713,37,13.75,3925,30.25,62,0.737,1.067,-2.825,228,220
1596,939,-2.817,1.063,0.588,36,16.0,3930,33.5,66,0.71,1.028,-2.557,66,100
924,524,-2.239,0.97,0.698,29,9.0,3935,40.0,67,0.603,1.02,-2.517,21,106
1214,717,-1.998,0.916,0.655,26,7.75,3940,41.0,72,0.631,0.939,-2.099,60,51
844,563,-1.92,0.896,0.585,24,8.0,3945,43.75,77,0.612,0.855,-1.761,57,45
3160,1514,-1.831,0.871,0.532,23,8.0,3950,48.5,78,0.555,0.82,-1.644,2907,260
997,1113,-1.753,0.848,0.487,22,8.0,3955,52.25,81,0.514,0.746,-1.408,18,19
1113,137,-5.748,0.843,0.468,77,56.0,3860,12.0,26,0.428,0.915,-5.499,709,790
449,57,-5.595,0.889,0.498,75,52.0,3865,65.0,40,0.182,1.097,-4.59,575,858
513,316,-5.454,0.926,0.534,73,47.75,3870,20.0,33,0.403,1.025,-5.004,481,918
815,145,-5.302,0.962,0.573,71,43.5,3875,12.5,30,0.541,0.984,-5.202,417,687
1245,484,-4.744,1.065,0.436,63,50.0,3880,16.5,34,0.518,1.039,-4.911,616,807
986,113,-4.356,1.107,0.374,57,51.15,3885,14.81,37,0.667,1.069,-4.687,668,783
632,917,-4.925,1.035,0.647,65,35.68,3890,16.1,36,0.574,1.056,-4.795,727,588
316,769,-4.457,1.094,0.7,59,29.0,3895,29.0,43,0.448,1.112,-4.264,452,160
1895,2090,-4.111,1.12,0.479,54,37.0,3900,25.0,45,0.55,1.118,-4.134,1929,844
675,365,-3.935,1.124,0.555,51,30.0,3905,19.75,47,0.752,1.124,-3.945,678,301
496,944,-3.741,1.125,0.537,49,28.5,3910,22.0,51,0.762,1.125,-3.668,457,312
587,304,-3.634,1.123,0.429,47,33.5,3915,24.75,55,0.754,1.116,-3.392,156,274
1316,1034,-3.189,1.102,0.675,41,17.5,3920,27.5,59,0.746,1.097,-3.112,56,205
1451,810,-2.862,1.071,0.713,37,13.75,3925,30.25,62,0.737,1.066,-2.825,228,220
1596,939,-2.817,1.063,0.588,36,16.0,3930,33.5,66,0.71,1.028,-2.557,66,100
924,524,-2.239,0.97,0.698,29,9.0,3935,40.0,67,0.603,1.019,-2.517,21,106
1214,717,-1.998,0.916,0.655,26,7.75,3940,41.0,72,0.631,0.939,-2.099,60,51
844,563,-1.92,0.895,0.585,24,8.0,3945,43.75,77,0.612,0.855,-1.761,57,45
3160,1514,-1.831,0.871,0.532,23,8.0,3950,48.5,78,0.555,0.82,-1.644,2907,260
997,1113,-1.753,0.848,0.487,22,8.0,3955,52.25,81,0.514,0.745,-1.408,18,19
1113,137,-5.748,0.843,0.468,77,56.0,3860,12.0,26,0.428,0.915,-5.499,709,790
449,57,-5.595,0.888,0.498,75,52.0,3865,65.0,40,0.182,1.096,-4.59,575,858
